,0,1,2
387,16.960333,0.06322609,0.47351962
388,2.9311874,-9.893991,-29.144793
389,12.503495,-1.4194509,-28.77045
390,-4.0704546,8.596332,15.56824
391,-2.3216753,-7.880883,-16.67411
392,-15.017763,-4.5895853,5.2861037
393,-3.251972,-15.073343,21.473644
394,3.9662845,26.264486,-4.803862
395,20.954792,4.262852,11.088163
396,-10.638412,-22.129198,13.040365
397,-12.390313,-9.510917,-10.428358
398,-9.492248,11.978997,27.399736
399,2.2947109,20.333838,18.960756
400,-15.176229,12.35236,-2.3663864
401,0.17023094,-4.228974,21.094717
402,5.9317136,15.106604,-15.884338
403,9.300309,-7.850865,-3.526384
404,-4.5841174,7.872511,27.351803
405,-9.9281225,25.00829,-5.0399194
406,17.643272,-5.167079,-26.251827
407,14.667036,-0.715779,23.488382
408,-5.5246267,2.180996,4.7229404
409,-19.114744,-0.24347141,-4.6475024
410,-0.6735996,21.624935,-6.6837645
411,-11.251538,-9.236412,22.24691
412,5.0426908,13.339479,20.47355
413,2.5200562,17.189001,0.9281622
414,20.509499,12.910248,-3.4622538
415,-3.7996845,13.557451,27.727015
416,25.581112,11.155065,15.727644
417,-4.8603926,-8.618416,-10.72553
418,-26.25687,1.4834018,15.092236
419,-6.853254,-18.068157,4.6228046
420,-18.371384,-25.54499,-9.0421715
421,18.085417,-7.726035,10.012935
422,-17.992527,5.4052124,10.888103
423,-8.566447,-19.524666,10.179445
424,20.34965,22.375568,-3.0810835
425,0.7906829,-18.13331,-10.687036
426,20.02752,19.367495,7.848997
427,-3.8880246,-10.69881,11.2026005
428,-5.0106964,-5.740606,-5.87409
429,-8.344946,5.7150526,-27.490797
430,-6.497402,-6.147637,8.138911
431,-4.062015,-1.895425,11.458175
432,-10.134072,1.5441248,3.2892346
433,-5.594901,5.3767653,7.3157873
434,-6.348351,-12.958525,-21.407118
435,-3.6748333,11.177278,7.056174
436,0.5097513,22.19981,16.457058
437,3.1123512,-6.469585,-12.324474
438,7.4753404,-1.7262741,22.67924
439,3.5603523,26.860315,-5.555637
440,-3.453158,11.011263,-17.102974
441,3.4827225,-0.27287847,-23.076126
442,-31.281597,-1.5716366,-5.0716114
443,17.65719,12.954506,13.502276
444,-0.6735996,21.624935,-6.6837645
445,-12.419552,-6.8302855,-5.757381
446,-16.604519,19.313288,-6.8471947
447,-7.4390635,-3.3853827,-11.3248825
448,6.8298798,-0.3676384,-1.9010721
449,-7.870294,14.6148815,18.534739
450,16.312294,9.207776,13.606952
451,5.753251,-9.971779,0.8859132
452,-13.683676,-0.6304022,-11.688617
453,6.8338785,21.420565,-0.45641696
454,7.412466,11.246104,-2.4017532
455,-21.393469,-12.368193,-5.416227
456,-0.41479838,-11.344239,-8.447385
457,-21.393469,-12.368193,-5.416227
458,-23.330942,0.11543604,20.915045
459,13.208534,4.5533385,-5.065579
460,-19.880718,12.599086,6.8070993
461,-0.4512226,28.04473,7.9469104
462,-4.280694,-15.232333,-17.385324
463,16.860664,-8.340465,16.41908
464,19.37133,2.3558276,-16.74689
465,-10.600403,-6.0706434,1.4117541
466,6.0253577,20.055763,-12.518827
467,12.967757,-15.173312,1.2706523
468,-2.9696069,14.372682,-27.734936
469,-21.393469,-12.368193,-5.416227
470,-19.415854,15.33768,-19.41891
471,-4.7639675,-16.3015,0.28067288
472,4.3104463,25.01146,11.501182
473,-6.5857153,-9.994377,8.275338
474,-17.415945,3.9477215,2.9827485
475,15.0347595,17.289879,-1.1281283
476,1.1724188,-18.499424,16.959175
477,12.8015375,-5.4217706,-24.846949
478,-20.94993,-3.5868487,3.0965414
479,-19.508224,-17.156736,17.229435
480,-15.164104,-4.5187483,8.96916
481,-23.83867,5.4369283,14.759661
482,-3.4760244,0.5096065,-8.081195
483,-11.724973,3.5922635,-20.472252
484,-1.6625022,13.927337,-22.82471
485,-4.8284035,-8.473606,10.652175
486,-18.878447,-2.9983582,-2.913564
487,-13.966968,-2.7464817,-12.96008
488,6.33455,6.4179926,16.605785
489,17.389252,1.2425493,15.369014
490,6.6514015,0.74047595,-9.413452
491,12.456285,-7.4207516,-15.88472
492,2.8451538,7.8461785,-22.553888
493,14.169798,-20.472689,-17.974714
494,29.275288,5.81277,-5.102902
495,-29.069565,-11.229026,-2.8492124
496,-3.7834046,13.562439,27.739101
497,4.1896152,-3.941931,3.2241466
498,5.4915767,-5.6370416,-11.8268585
499,-24.590923,-8.674735,-14.319715
500,17.680283,-8.610966,-7.7335696
501,18.567802,-13.701166,18.092417
502,6.126816,3.8285441,9.037356
503,3.7447522,25.927994,-5.6760755
504,18.750181,7.4934235,-22.27507
505,-16.205608,10.039191,-1.311362
506,-21.393469,-12.368193,-5.416227
507,3.7239237,8.569053,10.664034
508,-11.602376,-18.478748,19.148079
509,-19.87621,-18.067265,-16.68657
510,7.2846417,4.4151497,-17.647734
511,-16.54408,14.3473425,-8.772462
512,-31.913214,2.8344703,-3.5043426
513,-0.043126427,30.109741,2.0016727
514,7.5371165,2.922181,9.420367
515,-6.9332027,10.941769,19.478754
516,-10.578303,-4.3578167,-21.283434
517,-17.293333,-23.152222,11.7640705
518,-2.3807998,-5.9363194,-12.850686
519,-27.449192,12.930875,6.697544
520,10.818359,15.174966,5.1515517
521,20.871515,19.769314,2.6292272
522,-9.750474,11.587855,-18.307785
523,-3.920203,1.9696008,12.091767
524,-16.75505,-5.721884,-6.7552037
525,-28.748669,-10.034602,4.620315
526,3.1176789,15.542226,14.824721
527,2.384016,-2.2522662,7.4959173
528,-25.184269,8.769447,9.981667
529,18.079693,-7.7480893,10.013641
530,-10.317892,-4.001537,-21.868076
531,6.3062744,-28.814575,9.591788
532,-10.050366,-10.065817,-2.8326187
533,-15.164653,6.9835844,-15.120108
534,21.107813,-5.1789436,-17.750116
535,19.971188,1.7284478,6.702949
536,5.894624,30.15512,3.9096003
537,7.0363054,14.174772,-9.816059
538,10.78107,2.0140564,-3.489453
539,17.961676,2.4237268,13.877282
540,-3.1607413,-21.697088,21.325342
541,-20.62798,-12.402873,11.433944
542,14.7216835,-0.19265017,7.2061286
543,-3.251972,-15.073343,21.473644
544,8.294339,10.693859,-25.432306
545,3.9108012,5.0687737,-27.56934
546,-4.4902215,-2.5634587,3.6693559
547,3.0370126,0.48045534,-9.693041
548,-1.8368818,21.29387,-12.023464
549,-20.72141,17.667921,-12.378169
550,12.902686,-16.200861,15.424227
551,13.177497,-26.414772,-5.7100444
552,7.925397,-8.200378,6.7568216
553,3.6206267,11.854226,-22.402784
554,-21.685127,10.698797,-5.9831047
555,-16.071127,17.197105,16.473381
556,-26.603441,0.86920214,8.945255
557,21.566776,18.878578,2.5311506
558,-1.2392385,-15.004761,-7.332055
559,-16.278355,-4.9898953,-25.456743
560,0.49917817,-11.5763235,-12.792935
561,1.9809088,14.317415,-22.60032
562,-6.4274354,22.513437,-8.7552805
563,-12.550587,-10.14257,6.360321
564,0.78823006,-14.163202,-4.7810717
565,4.7515426,-24.067226,14.308191
566,4.8454943,11.546832,28.353317
567,9.65957,-19.393486,-3.9045026
568,2.5200562,17.189001,0.9281622
569,3.920907,-16.38955,-10.117161
570,-2.6581204,-1.4070195,-4.832523
571,14.459283,16.806898,-0.8208285
572,-22.36799,-19.096886,-11.099101
573,14.933826,17.50632,9.169182
574,-27.435974,-2.7312942,-6.641508
575,-7.8644624,18.57535,24.072386
576,-2.9460044,4.5293336,11.7774315
577,-9.936216,-11.504554,11.2256775
578,-9.597282,-4.7943773,16.751925
579,-9.198882,4.697796,24.416613
580,-7.965826,-2.359734,-12.813591
581,6.894943,4.534071,-22.983885
582,-0.07876175,-14.923021,8.151813
583,-0.29791,13.796514,22.761164
584,5.8987293,-23.416033,13.564495
585,16.795082,8.06175,-1.7123469
586,7.114467,2.6748161,-28.544357
587,4.135153,8.070438,11.55867
588,-5.3443,-2.9363809,-24.196302
589,-9.267247,16.190672,-4.4156313
590,9.291714,-7.1760116,3.574581
591,9.662217,9.4369,7.536812
592,-9.065478,7.986023,10.203294
593,-8.210434,2.0164025,19.63038
594,-27.133307,11.327989,-8.598867
595,-7.0654774,-12.773449,-21.806675
596,3.5573704,-17.3649,-16.101303
597,-5.986824,-13.420767,3.704459
598,18.735586,-4.9881687,-1.4356703
599,20.371952,22.376875,-3.0891085
600,-0.9584082,8.531773,-2.1240447
601,-11.784503,-16.829632,12.568982
602,-18.532055,10.596221,16.464306
603,20.336689,13.615751,9.503567
604,8.649588,14.700571,5.0277224
605,-27.133307,11.327989,-8.598867
606,-7.5638266,7.7576647,18.234325
607,6.8567023,-17.67928,18.142553
608,3.629144,-4.3691373,-3.3431048
609,-5.735181,8.557178,25.26203
610,-16.892933,11.998813,14.050896
611,-6.334,-3.4042666,25.414759
612,-9.662459,-11.38747,11.052321
613,4.1963224,6.8833237,3.198609
614,13.371966,9.725757,5.937981
615,-20.139246,17.811016,1.2498933
616,5.952877,28.340515,3.548293
617,3.458854,24.975769,5.1707206
618,-20.40595,0.47151998,-4.2056584
619,-19.876478,-18.064394,-16.68597
620,9.342648,-9.627158,-10.995246
621,-0.27244824,3.6449087,4.445203
622,-2.4892652,-5.292302,7.832691
623,-8.507008,-19.562597,3.3767624
624,-6.244394,10.4009695,-2.0853763
625,-9.267247,16.190672,-4.4156313
626,-3.706633,-9.804419,6.4105196
627,-1.5056683,-9.022263,13.948538
628,-4.1077456,27.113304,-3.0223494
629,6.1484094,6.748509,-13.463218
630,-6.1288905,2.7369163,-29.850893
631,22.301743,-3.2854936,16.719124
632,-11.35634,4.809107,-6.7670975
633,23.30273,3.8721554,-18.361671
634,6.3578787,-0.9904821,15.03118
635,-17.290834,-19.193117,3.3367264
636,-2.9774997,1.6617239,20.394232
637,-17.290834,-19.193117,3.3367264
638,8.259008,-12.097463,-29.925444
639,-21.393469,-12.368193,-5.416227
640,18.26723,6.5114713,-17.305851
641,29.156698,2.5299296,-11.462997
642,-19.880718,12.599086,6.8070993
643,-0.27713564,-3.1199703,-21.775408
644,-12.303549,-15.020137,-7.9877257
645,22.967762,-10.427983,-18.149445
646,10.585865,2.438536,8.540001
647,-11.815886,25.081854,-5.2831593
648,20.337738,5.2692366,-17.071943
649,-22.573189,-4.360925,6.6102037
650,17.760601,-15.504386,16.42214
651,26.580328,1.2393607,1.7177912
652,10.514688,-15.8284855,1.5732129
653,6.403791,-12.702465,-12.309318
654,-15.961107,-5.444933,-25.900095
655,8.958983,8.478483,-1.0574648
656,-6.057541,-5.078294,17.871809
657,2.5200562,17.189001,0.9281622
658,8.995175,21.69177,0.01242345
659,-4.598959,4.49513,18.9653
660,3.1540742,-2.961785,12.22866
661,-3.9521134,-18.354794,15.025165
662,-29.065851,-11.237638,-2.8451595
663,15.624141,-21.042599,9.907592
664,-21.162394,9.482453,-1.9997759
665,-0.72237396,4.2069902,3.9350455
666,-17.260448,-7.6609488,16.138147
667,12.040936,-7.326528,6.0681067
668,-18.404526,2.4164164,14.147377
669,17.324598,0.9699754,-2.8211026
670,-5.20193,2.8906212,12.590545
671,-9.230714,-19.5724,-3.1724195
672,0.92597073,-13.560075,2.4292893
673,-6.3429604,-12.829683,7.449501
674,-9.988053,14.98115,21.460863
675,15.914215,-6.60207,26.474577
676,7.1076927,2.683272,-28.541224
677,-25.10003,-10.675737,5.4586253
678,3.1123512,-6.469585,-12.324474
679,-12.1840105,-2.471425,-11.43656
680,-24.44688,7.0552287,2.8360178
681,-20.33578,-6.558032,-2.5835218
682,-0.043126427,30.109741,2.0016727
683,8.531662,-1.9353921,11.657434
684,14.191169,-6.6084943,11.29403
685,12.772538,18.913668,-18.056044
686,-13.318458,6.737057,-16.746883
687,1.8492362,-8.488353,-3.6504908
688,-1.9301839,-1.9522176,-4.139779
689,-3.447584,19.146715,-17.514833
690,12.834191,-3.2331884,-3.611952
691,9.10707,-0.5309013,5.010548
692,4.5304236,6.144963,-19.548445
693,-3.6091995,-3.0296235,-2.6130037
694,10.263567,3.2353532,-5.4326735
695,-9.403696,-15.921187,-18.472958
696,3.8649468,-8.259812,11.484741
697,25.073658,-14.899415,-8.4709215
698,-23.213795,-3.1013644,-16.123009
699,8.037458,-8.316194,3.104624
700,-5.403725,7.32626,-26.445812
701,1.0294344,2.3599603,-0.64321345
702,-5.9678235,-10.586977,1.6158633
703,11.139037,-14.641921,-14.942704
704,0.051202286,-5.8704624,4.8961225
705,-4.287763,-1.4733547,15.194577
706,14.876478,-4.242521,-25.105257
707,18.008533,-6.356272,-3.988932
708,12.020765,-22.898455,-0.7665003
709,-4.3965306,-6.1061354,-4.38681
710,1.4309282,-26.24207,-9.313158
711,-12.628235,-13.772019,-11.341538
712,-11.223596,-13.086471,-17.94849
713,0.14675565,21.483538,-4.6225243
714,-3.8906505,-10.706234,11.203416
715,4.85903,3.0869684,-16.74303
716,0.14675565,21.483538,-4.6225243
717,6.4121947,-12.787336,-17.037666
